,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,ALPHA,L1_RATIO,ETA0
0,0.4104803493449782,0.5252525252525253,0.07647058823529412,0.13350449293966626,0.488301707779886,0.5819219326063844,0.003810641144629231,0.5603296184233512,0.025231763146839864
1,0.40873362445414846,0.0,0.0,0.0,0.5,0.5912663755458515,4.191605176558712e-05,0.7122564024872879,0.04790089166945466
2,0.5965065502183406,0.5965065502183406,1.0,0.7472647702407003,0.5259090592179904,0.6299269915620983,0.1,0.6592281113578214,1e-05
3,0.6,0.6,1.0,0.7499999999999999,0.5,0.6,0.010670519311992758,0.11535563022394156,1e-05
4,0.590034965034965,0.590034965034965,1.0,0.7421660252886201,0.5220090026060176,0.6192221711301498,0.1,0.5862478985169514,0.07191166731989726
