,DRUGNAME,Train_size,Test_size,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
14,Afatinib,188270,1766,0.6353340883352209,0.8350353495679497,0.7100868403473614,0.767509025270758,0.4675000558738294,0.8506138022909485,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
15,Alectinib,189117,919,0.8977149075081611,0.961038961038961,0.9302857142857143,0.9454123112659697,0.7659480519480519,0.9843429424658261,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
16,Amuvatinib,189119,917,0.7480916030534351,0.7773584905660378,0.9196428571428571,0.8425357873210635,0.6730867346938776,0.8245577781910389,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
17,Avagacestat,188188,1848,0.7413419913419913,0.9869753979739508,0.7478070175438597,0.8509045539613226,0.5853892543859649,0.9914280420954842,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
18,Axitinib,189191,845,0.8733727810650888,0.8824969400244798,0.9849726775956285,0.9309231762427372,0.745357609168722,0.9430268995513036,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
19,BAY-61-3606,189168,868,0.4827188940092166,0.4827188940092166,1.0,0.6511266511266511,0.7691342734583881,0.7570733139241649,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
20,BI-2536,189639,397,0.3224181360201511,0.30848329048843187,1.0,0.4715127701375246,0.7510830324909747,0.5784307907240331,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
21,BIX02189,189116,920,0.8543478260869565,0.8543478260869565,1.0,0.9214536928487691,0.8386407656374615,0.9637645613876534,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
22,BMS-345541,189113,923,0.6403033586132177,0.6298773690078038,1.0,0.7729138166894665,0.7976417659563949,0.8391425895556595,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
23,BMS-509744,189637,399,0.6641604010025063,0.8091286307053942,0.6890459363957597,0.7442748091603054,0.6963263068112587,0.8433041187188742,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
24,BMS-536924,188709,1327,0.6955538809344386,0.69765625,0.9813186813186813,0.8155251141552511,0.6464107834611432,0.7782702562344569,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
25,BMS-754807,189169,867,0.497116493656286,0.44554455445544555,0.8774373259052924,0.5909943714821763,0.6738260259250324,0.6260218872419165,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
26,BX-912,189115,921,0.6905537459283387,0.677309007981756,0.9966442953020134,0.8065173116089613,0.8069127516778523,0.867126990483453,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
27,BX795,189187,849,0.6124852767962309,0.5836575875486382,0.982532751091703,0.7323026851098453,0.765699862629692,0.7775115963336012,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
28,Belinostat,189141,895,0.8960893854748604,0.22727272727272727,0.06172839506172839,0.0970873786407767,0.7164437164437164,0.19467024280166825,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
29,Bexarotene,189176,860,0.0941860465116279,0.0,0.0,0.0,0.7022139812041395,0.955325435725783,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
30,Bicalutamide,188286,1750,0.8417142857142857,0.995937711577522,0.8444316877152698,0.9139484311898105,0.5947904707233065,0.9967221148400055,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
31,Bortezomib,189636,400,0.4175,0.17358490566037735,0.7666666666666667,0.28307692307692306,0.6455392156862746,0.3170943309768934,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
32,Bosutinib,189185,851,0.6145710928319624,0.8918918918918919,0.5610510046367851,0.6888045540796963,0.7454010970694305,0.8947051307154599,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
33,Bryostatin 1,189169,867,0.03460207612456748,1.0,0.0071174377224199285,0.014134275618374558,0.6309806247528668,0.9815653812574976,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
34,CAY10603,189121,915,0.35628415300546445,0.1436950146627566,0.9514563106796117,0.2496815286624204,0.7308933951886747,0.2639929078937686,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
35,CCT-018159,189136,900,0.72,0.7997179125528914,0.8375184638109305,0.8181818181818181,0.6793490140490558,0.8636680521836503,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
36,CCT007093,189114,922,0.1442516268980477,1.0,0.1377049180327869,0.2420749279538905,0.5102263856362217,0.993931832452723,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
37,CGP-082996,189638,398,0.7989949748743719,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.7632404181184669,0.9358379534420808,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
38,CGP-60474,189638,398,0.2814070351758794,0.24538258575197888,1.0,0.3940677966101695,0.7050943063634761,0.4081840611397368,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
39,CHIR-99021,188241,1795,0.9175487465181058,0.9235095613048369,0.992744860943168,0.9568764568764568,0.666996835524454,0.9545139863185566,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
40,CI-1040,189195,841,0.5041617122473246,0.8048780487804879,0.0746606334841629,0.13664596273291926,0.6507331677610315,0.6843331037471183,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
41,CMK,189638,398,0.6557788944723618,0.6557788944723618,1.0,0.7921092564491654,0.7010375590793412,0.8215073353578536,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
42,CP466722,189113,923,0.5124593716143012,0.45465686274509803,0.9867021276595744,0.62248322147651,0.7494165467346066,0.6396227988828593,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
43,CP724714,189114,922,0.9164859002169198,0.9690011481056258,0.9440715883668904,0.9563739376770538,0.48785554490252475,0.9728275572397029,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
44,CUDC-101,189133,903,0.13399778516057587,0.13399778516057587,1.0,0.23632812500000003,0.7439179049269726,0.3248775871162758,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
45,CX-5461,189118,918,0.6873638344226579,0.6768507638072856,0.9795918367346939,0.8005559416261293,0.7612863327149042,0.8359469286730873,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
46,Cabozantinib,189116,920,0.5717391304347826,0.9172413793103448,0.5270805812417437,0.6694630872483222,0.7852112390693,0.938799426842663,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
47,Cetuximab,189159,877,0.20866590649942987,0.9612903225806452,0.17801672640382318,0.3004032258064516,0.4895459976105137,0.956680535345324,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
48,Cisplatin,189186,850,0.3235294117647059,0.0,0.0,0.0,0.6976411067193675,0.8287696336454481,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
49,Crizotinib,189631,405,0.8567901234567902,0.9626436781609196,0.881578947368421,0.9203296703296704,0.7846315789473683,0.9795348800494085,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
50,Cytarabine,189190,846,0.6619385342789598,0.7272727272727273,0.1518987341772152,0.2513089005235602,0.7185216145211368,0.6003158163087339,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
51,DMOG,189159,877,0.9064994298745724,0.0,0.0,0.0,0.6895689522932965,0.2029539896040606,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
52,Dabrafenib,189161,875,0.7851428571428571,0.8131313131313131,0.9415204678362573,0.8726287262872628,0.7105339701785003,0.8959740986936999,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
53,Dacinostat,189164,872,0.26605504587155965,0.03328290468986384,0.9565217391304348,0.06432748538011697,0.8187125518512829,0.1233330045035729,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
54,Dactolisib,189194,842,0.07719714964370546,0.03598014888337469,1.0,0.06946107784431138,0.7969631420452136,0.14894746339104786,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
55,Daporinad,189133,903,0.2956810631229236,0.26364692218350755,0.9912663755458515,0.41651376146788993,0.7279553729931453,0.4818305504166378,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
56,Dasatinib,189641,395,0.5924050632911393,0.6182965299684543,0.8305084745762712,0.7088607594936709,0.5861315424794797,0.6972709360320641,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
57,Docetaxel,189186,850,0.7,0.7627118644067796,0.15734265734265734,0.2608695652173913,0.6626742052273967,0.5619184859004813,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
58,Doramapimod,189197,839,0.9165673420738975,0.9672544080604534,0.9458128078817734,0.9564134495641344,0.5739828498449188,0.9779965449611543,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
59,Doxorubicin,189165,871,0.8610792192881745,0.4782608695652174,0.2796610169491525,0.3529411764705882,0.8182073964030881,0.4183252589658038,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
60,EHT-1864,189112,924,0.8841991341991342,0.961768219832736,0.9147727272727273,0.9376820034944671,0.6162706611570248,0.9670124449091768,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
61,Elesclomol,189187,849,0.28150765606595995,0.21081081081081082,0.8571428571428571,0.33839479392624733,0.5782410992306045,0.3079949996328807,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
62,Embelin,189164,872,0.7717889908256881,0.6333333333333333,0.2556053811659193,0.36421725239616615,0.7163487117123964,0.48927129946600373,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
63,Entinostat,189636,400,0.3825,0.2732732732732733,0.9479166666666666,0.42424242424242425,0.6622121710526316,0.3935356182852574,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
64,Enzastaurin,189115,921,0.5559174809989142,0.5549510337323177,1.0,0.7137858642407277,0.6939363579981872,0.7031573151617766,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
65,Epothilone B,189165,871,0.817451205510907,0.5704697986577181,0.4722222222222222,0.5167173252279637,0.813096960926194,0.584512462739946,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
66,Erlotinib,189666,370,0.8729729729729729,0.9202279202279202,0.9444444444444444,0.9321789321789321,0.37917710944026733,0.9119960629796887,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
67,Etoposide,189155,881,0.7661748013620885,0.5436893203883495,0.5,0.5209302325581395,0.787283920417482,0.5874226219855637,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
68,FH535,189167,869,0.760644418872267,0.23645320197044334,0.4752475247524752,0.31578947368421056,0.7376108704620461,0.2927179203749804,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
69,FR-180204,189116,920,0.7239130434782609,0.9938931297709923,0.7225305216426193,0.8367609254498715,0.8610316023132193,0.995337458053029,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
70,FTI-277,189156,880,0.3215909090909091,0.9787234042553191,0.31833910034602075,0.4804177545691906,0.4319936119244077,0.9840883876631779,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
71,Fedratinib,189114,922,0.5065075921908894,0.49834619625137816,1.0,0.6651949963208241,0.7552603087930709,0.7281129559403335,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
72,Foretinib,189119,917,0.17011995637949837,0.12528735632183907,1.0,0.22267620020429008,0.7928058860931966,0.31029630946013187,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
73,GNF-2,189640,396,0.9747474747474747,0.9747474747474747,1.0,0.9872122762148338,0.8515544041450777,0.9950771494466377,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
74,GSK1070916,189141,895,0.4759776536312849,0.4759776536312849,1.0,0.6449659348978046,0.7746979388770434,0.7321444129999635,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
75,GSK1904529A,189165,871,0.7336394948335246,0.9953051643192489,0.7352601156069364,0.8457446808510638,0.6882466281310211,0.9969811664709108,49,7.94581095185585e-06,0.0004067851789088527,0.001,66.7516541409175
