,Erlotinib,Lapatinib,Nilotinib,Nutlin-3a (-),PD0325901,PHA-665752,PLX-4720,Paclitaxel,Palbociclib,Selumetinib,Sorafenib,Tanespimycin
52,-0.008178853,0.0006259424,0.0027042509,-0.0006760597,0.0010000651,1.7873919e-06,-0.0021835337,1.4289042e-05,-0.00012886157,2.314066e-05,-0.006720809,-1.35114005e-05
53,0.0018583377,0.00030966132,-0.0026429172,-0.0003763485,0.00075158116,9.477669e-06,0.0011653809,-2.4955407e-05,-4.9037826e-05,2.7912862e-05,-0.0023059165,-4.008086e-05
54,-0.0039296723,0.00021454494,0.0011678226,-0.00027902398,0.0005643763,1.4769911e-05,0.00048198504,3.5228088e-06,-0.00012565064,4.8959242e-05,-0.001794883,6.222844e-05
55,-0.0023608548,-0.00023712804,0.0014520447,0.00011346566,0.00015935968,4.84668e-06,-0.000185219,-5.508968e-05,-3.6538735e-05,3.762798e-05,-0.0026050694,-6.160665e-05
56,-0.0035837193,0.00014416901,-0.0017926628,-0.0002914867,-0.00050349213,3.222319e-06,0.0015721482,-7.1270747e-06,0.00034360582,-0.00014139828,0.0026359747,8.55008e-05
57,-0.0046537444,-0.00013284231,0.0023473974,-0.00060586847,-0.0007442874,4.2628195e-05,-0.0007677865,3.0579433e-06,9.748741e-05,3.9122195e-05,-0.0043266243,6.074136e-05
58,0.005072446,-0.00022028686,0.004457781,0.00023679058,0.0005728368,3.3034336e-05,0.0016315479,4.1024534e-05,0.00013132712,4.238913e-05,0.0044239983,5.3174517e-05
59,0.0026233327,-0.0003555891,-0.0023999864,-0.00062751136,-7.5644835e-05,5.12532e-06,-0.0007236768,-0.00027553304,-0.00010593769,-4.5620104e-06,-0.0045184484,-0.00010653931
60,0.0009903358,-0.0002772456,0.00041236324,-0.0006971993,3.3489563e-05,4.1920277e-05,0.0011789723,-5.2055133e-05,-2.1792717e-05,8.824072e-05,0.0019550775,2.4861494e-05
61,-0.004043888,0.0001793647,-0.005173981,0.0013391831,-0.00035465384,6.003737e-06,-0.0012243411,-1.4059878e-05,-2.2115268e-05,-1.3943561e-05,0.0022595252,-6.73547e-05
62,0.0030720334,-0.00083415845,-0.0003144226,0.0010357422,0.0009965323,3.130537e-05,0.00203192,-1.0309183e-05,2.0922063e-05,4.0349467e-05,-0.00402355,-8.9158004e-07
63,-0.005388358,0.00014801974,-0.00223339,-0.00019285727,0.00044346298,3.1620657e-05,-0.000664226,2.1678483e-05,0.0001356259,6.5030554e-06,-0.0028396638,-3.694913e-05
64,-0.0056469124,-0.0006577427,0.0013129961,0.0003474411,0.00067173725,-7.888387e-05,-0.0005304212,1.3439666e-05,-3.513688e-05,1.6261494e-06,-0.0005872287,-0.00011559979
65,0.004418701,0.00020183326,-0.0013363702,0.000121969926,0.00013984976,2.4016981e-05,-0.00022728856,-1.4539787e-06,-2.2894079e-05,1.5279107e-05,0.0013887017,8.9942005e-06
66,0.005036731,0.0015024708,-0.00017605296,-0.00081171695,0.00021211397,6.295915e-05,0.0017398957,-4.7027555e-05,0.00012131789,-5.7904494e-05,0.0026643174,-2.9269637e-05
67,-0.002857645,-0.0002630586,-0.000754859,0.00047702805,0.00023986014,-2.4736002e-05,0.0008752883,0.00015219198,0.00023070392,1.579862e-05,-0.0014647515,-0.00010923314
68,0.00421741,-0.00032331506,0.0027041421,-4.633751e-05,0.00035993938,2.3642888e-05,0.0010857689,-5.1615384e-06,-4.416261e-05,6.793116e-05,-0.006262402,6.2496406e-06
69,0.0024536722,-4.7970654e-05,-0.0006354833,6.6066765e-05,0.00019843318,1.2105792e-05,-0.00030274858,3.336079e-06,4.7950875e-06,-7.638802e-06,9.11722e-05,-1.7899556e-05
70,-0.0062169987,-0.00070373085,2.8267406e-05,0.001092301,0.0006725943,7.024036e-05,0.00011194066,5.284479e-05,-7.388325e-05,5.89323e-05,-0.0069098608,2.4881629e-05
71,0.005542933,-0.000138306,-0.0015041142,-0.0008953219,-0.0003634961,4.0847735e-05,-0.0009516856,-6.3209473e-06,0.00014909207,7.559795e-05,0.0008429862,0.00014005807
72,0.0060547385,-0.00019553388,-0.0023900939,-0.00061000406,-0.0001655476,-2.083012e-05,0.00044672168,9.07757e-05,0.00016705683,7.1111965e-05,-0.0051297597,0.000107540116
73,0.0012666074,-8.048795e-05,-0.00041124682,-8.4539e-05,8.578241e-05,2.37912e-05,-0.00064253126,7.250976e-05,3.396439e-05,-7.876166e-05,-0.0005135004,-1.4370257e-05
74,0.0014524997,0.00019940612,1.155075e-05,0.00016569653,-8.804188e-06,2.3183138e-05,-0.0005369433,1.0663539e-06,2.0886431e-05,-2.4528117e-06,0.00083887356,1.2556985e-06
75,-0.008293022,-0.00050619297,0.0009113824,-0.0013949092,0.0006439694,1.967161e-05,0.0027366537,-0.000117275806,-0.00019402873,-4.972165e-05,0.0065801274,-9.050368e-05
76,0.0018012391,-7.331349e-05,0.0004677631,-0.00024207648,-0.00017260737,7.595004e-05,-0.00034135647,6.473676e-05,0.0001460848,7.2431474e-05,-0.0009953132,9.5563635e-05
77,-0.0025141584,0.00012878302,0.00013879885,-0.00030198562,-0.00055191596,9.055565e-05,-0.000259113,4.1881285e-05,0.00014815245,-0.000114387876,0.0031764652,0.00013382606
78,0.00031275288,-1.1215758e-05,0.00037851743,-1.9378731e-05,-0.00024850765,-8.946481e-05,0.0005947108,0.00013824542,6.726722e-05,7.094433e-05,0.0015675122,3.8119665e-06
79,0.0015344643,-0.0001070845,-0.0006575,0.00061685307,-0.00021462516,8.423582e-05,-9.3380986e-05,0.00014984088,7.636062e-05,0.00014749567,-0.0021203093,6.8024965e-05
80,-0.0010262481,7.870267e-05,0.0003158724,-0.0002230704,-0.0002055945,5.235838e-05,2.0033765e-05,-0.00017598041,7.410428e-05,8.92209e-05,-0.0010273858,-0.0001674216
81,-0.005438215,6.6730563e-06,-0.0017289923,0.00021451534,-0.00030018738,-3.0281815e-05,-0.00031468543,1.8940722e-05,3.9750008e-05,-2.272203e-05,0.00039692761,-2.1603706e-05
82,0.005584345,-0.00029556366,0.001801171,3.097844e-05,0.00013075177,2.4870022e-05,0.0010763038,-3.1827683e-06,8.7354514e-05,5.469741e-05,-0.0004811575,2.8289382e-05
83,0.0007739731,-0.0003120868,-0.0012941735,-0.0007299879,-5.74552e-05,-2.0443174e-05,-0.0012157107,3.1450014e-05,-4.0136554e-05,-4.7783138e-05,0.006748658,-0.00012917272
84,-0.0016401719,0.00080236746,0.0037221161,0.0018552608,-3.785982e-05,6.336343e-05,0.0038644476,-1.8603916e-05,7.308452e-05,1.2554035e-06,-0.0055711125,-2.98722e-05
85,-0.0008100856,0.00012453925,0.0021617513,0.00021616422,3.903427e-05,-3.1152755e-05,-1.6919366e-05,-2.2351658e-05,-0.000109056025,-1.4783039e-05,0.003444727,-4.395247e-05
86,0.004685582,-0.0010120684,-0.0005425304,0.0010094022,0.0014250895,-5.8611382e-05,0.0021484736,-0.00012333726,-0.0002856836,-8.038848e-05,-0.00048946525,-0.00012764972
87,-0.0025000132,3.54448e-05,0.0007991405,-0.0003501438,-3.4824786e-06,6.541593e-05,0.0004303791,-1.2913507e-05,0.00012721498,0.00010604318,-0.00072322576,0.00015495479
88,0.0040689004,-0.0006307909,-0.003980763,0.00066988653,0.0005781295,0.00010677447,0.0010377151,-0.00020306864,6.678975e-06,-0.0001264667,0.0041363235,-0.00015943588
89,0.0052407463,0.0008624949,-0.00043738724,-0.001188235,-0.00034707444,0.00015828975,0.00021377891,0.00020593587,0.00019840297,0.00013527951,0.0003248415,0.00022301286
90,0.00019518154,0.0002004928,0.0018562732,3.6057245e-05,0.00067621766,4.9174978e-05,0.00022448185,9.1442496e-05,8.373066e-05,0.00015203602,-0.00046981534,-1.345565e-05
91,0.0038111287,-9.2238944e-05,-0.0015952834,2.5212636e-05,0.0002529037,2.6684938e-05,6.640129e-05,2.1071508e-05,2.3278803e-06,1.8362496e-05,-0.0013934532,3.4949567e-06
92,0.0039964574,-0.00033949412,0.0019881385,0.00062646216,-0.0004898791,-2.0829639e-05,5.6433448e-05,-9.6031436e-05,2.4671056e-06,-8.602532e-05,-0.0009453611,-6.744477e-05
93,-0.0023516216,0.00026367043,0.00046123427,-0.0007310217,0.00046043337,0.00012571532,0.00019068702,0.00010441475,0.000103749255,0.00024207323,-0.0021857605,0.00020385894
94,-0.008737864,-0.00077116804,-0.00018676714,-0.0007335464,0.00012086203,0.000108241125,0.00071981736,3.1098687e-05,-5.7624107e-05,3.1739787e-06,0.0064583807,0.00010860852
95,0.00826015,-0.0008217449,0.0019665111,-0.0009023461,0.0001876888,9.598004e-05,-4.3017684e-05,2.7909968e-05,-5.6165354e-05,-1.652474e-05,-0.0026189447,-1.348357e-05
96,0.0043385825,0.0004006239,0.00042112244,-0.00027675682,-0.00025082158,3.7236336e-05,-0.00075021933,-5.4841723e-05,-3.4435954e-05,0.00011256494,-0.0031957936,1.1027022e-05
97,-0.0035615305,0.0006434101,-0.005259356,-0.0005321476,-0.0017465004,7.0326656e-05,-0.00064996735,1.7799075e-05,0.0001462761,6.928942e-05,0.0032929787,1.2391448e-05
98,0.0037659723,-3.86761e-05,0.0013222119,9.1523056e-05,-0.00025029026,1.6561647e-05,-0.00022212946,3.1298827e-05,3.5386412e-05,3.4777488e-06,-0.0017414461,-1.0799283e-05
99,0.003751772,0.00019688494,0.0007788662,-0.00014199298,-3.467779e-05,5.849432e-06,-0.0002450459,-7.861806e-06,-4.324571e-05,-9.0804815e-06,-0.000997312,-4.1461542e-05
100,0.00053492707,0.00012623591,-0.0016830697,-0.0003178611,-0.00038398174,-1.3826954e-06,-0.0004346129,4.8207672e-05,-0.00010151755,1.3711499e-05,-0.0006986202,-2.407037e-05
101,-0.007632199,-0.001508029,0.00050714985,0.0003612754,0.00086632586,7.186674e-06,0.0016685142,-8.150017e-07,-1.8242425e-05,3.7788373e-05,0.0071381866,-8.3833285e-05
102,-0.009965324,-0.0014654229,0.0048540533,0.0012653057,0.0008661571,1.2218806e-06,-0.000660171,-0.00014248252,-0.00017704713,1.7540624e-05,0.008081782,-0.00013054463
103,-0.0046934127,-0.0003698572,-0.0001926684,9.088177e-05,0.00011713321,7.733787e-05,0.00014420031,-0.000119852506,6.5661734e-05,9.621418e-05,-0.0021123018,4.405337e-06
104,-0.00013906906,-5.0978502e-05,0.00014062555,-0.00032070492,-0.0001483919,0.0001826064,0.0016467501,0.00037126156,2.6277712e-05,-0.00021533023,-0.002637707,0.00019306329
105,0.0024768817,0.0006522912,0.0022278824,4.095433e-05,0.00042198296,5.29242e-05,0.00020830864,2.4182014e-05,0.00019307974,0.00027856475,-0.00060944544,0.00022069749
106,-0.004531272,-0.0012553786,-0.0033710988,0.00023516377,-0.00038188114,3.1377556e-05,-0.0006719269,-1.5994727e-05,7.439446e-05,-6.6454845e-06,-0.004464877,-6.448865e-05
107,-0.008546006,0.0009820595,-0.0019422759,0.0002857311,-0.0007089127,2.9137987e-05,-0.00019617302,6.539811e-05,-0.00014086299,0.00014942238,0.0044346876,1.4846347e-06
108,-0.0006732808,0.0003519429,-0.00015969122,-0.00091020955,-0.00037485018,7.2629366e-05,0.00070933107,-0.0002842323,0.00011563658,-3.645863e-05,0.002590243,-6.8245085e-05
109,0.0031190633,0.00013829328,-0.0008137737,-0.00025194156,-8.965648e-05,1.7556657e-05,-0.00029257603,5.6825497e-06,3.2649583e-05,1.7155731e-05,-0.0007993906,5.4788325e-05
110,-0.005484025,-0.00033404745,-0.0001423286,-0.00023840545,-4.901454e-05,7.378262e-05,-0.0010907545,-0.00012944068,0.0002174862,-4.2680628e-07,-0.0029960836,-0.00017522075
111,0.007854019,0.00086465606,0.00025141472,0.00025986513,-0.0011880079,-3.4939443e-05,0.0003468834,-8.529178e-05,-8.7971894e-05,-2.1912376e-05,0.0023787797,-4.2865173e-05
112,0.008446597,-0.0006146487,0.0020032977,-0.0009827028,0.0008056988,0.00020575325,0.0021263037,-9.24827e-05,0.00028156952,7.11827e-05,-0.0005790158,9.636417e-05
113,-0.0035641524,-0.00013454327,-0.0018278824,-0.00028230206,2.8966579e-05,1.9616897e-05,0.00038730798,2.3823899e-05,8.800563e-06,9.630324e-06,-0.0023093198,-1.2411166e-05
114,-0.003835201,0.0005267106,0.0022866344,-0.0007165398,0.00027763649,9.041471e-05,-0.0006041001,5.4184497e-05,9.970896e-05,-9.995626e-06,0.0010441304,0.00017619766
115,0.0022492632,0.0001980636,0.0005768709,-0.00012915487,-0.00020186845,3.9278162e-05,-0.00015370378,5.2348814e-06,-4.0832118e-05,2.4764193e-05,-0.0010810408,4.7126637e-06
116,-0.010802215,-0.00081978965,-0.0038770866,0.00013524415,0.0010064382,6.9731286e-05,-0.00036812216,3.230424e-05,0.00062449794,-0.00016144972,-0.004500344,-0.00010120622
117,-0.004602969,-0.0001354411,0.0013638334,-5.103852e-05,-0.00033429475,-0.00012865421,0.0001976984,-2.5263107e-05,-0.00022189398,-0.00011243579,-0.0034098055,-4.7355326e-05
118,0.0045875497,-0.0005114784,-0.0027105997,1.20477325e-05,0.00038497086,9.420171e-06,-0.0011896731,-3.412896e-05,-8.894612e-05,-0.00010648843,-0.0023113056,-7.8922734e-05
119,0.0056714434,-1.4907475e-06,0.00018427228,-0.000753714,0.0008058001,0.00022992268,-0.00075770356,8.542844e-05,0.00017046147,0.00039939105,0.0006109014,0.00042008323
120,-0.005351777,-0.00088689255,0.001231996,-0.00070517906,-0.0008401865,-2.9529724e-06,0.0019975868,-0.00014038607,1.1691121e-05,-1.7975839e-07,0.0019564189,-6.0460417e-05
121,-0.0009781556,-0.00025830208,0.0011750924,-0.00040592212,-9.570659e-05,1.47759765e-05,0.0002803496,1.7617725e-07,-5.1879506e-05,6.607217e-05,-1.8931383e-05,3.3281573e-05
122,-0.009778578,0.00025244954,-0.0047177896,-0.0003787034,-0.00082240766,2.9196284e-05,-0.003003475,-3.5083005e-05,-0.00015927195,-4.5265897e-05,-0.008172716,-4.9124308e-05
123,0.001970647,-0.00020321173,0.0009585459,0.00066294,-0.000410953,-3.1209856e-05,-0.0004491244,-0.00014687511,-1.0882479e-06,-7.215817e-05,0.00062873965,-0.000141857
124,-0.0017110597,-0.000125248,0.0022512858,0.00071522937,-0.000110772286,1.05273975e-05,0.0012826117,-8.8579465e-05,-0.00011812722,2.0379099e-05,0.0030019328,-2.6926275e-05
125,-9.0580055e-05,-0.0011296355,0.00015766818,0.00025352268,0.0009102292,3.58218e-05,0.00035121525,9.412108e-06,2.6292588e-07,8.676794e-06,-0.0043237004,2.2278777e-05
126,-0.0011097459,4.662027e-06,0.0008450989,0.00016252027,-7.608141e-05,4.796389e-05,-0.0003321275,-2.8444301e-05,5.0170132e-05,5.4259486e-05,0.0022963656,2.977845e-06
127,0.0013005236,0.0002884307,-0.001367923,0.0003464257,-0.00062263466,8.374732e-05,-0.0004789863,0.00015833513,0.00011583141,3.3176824e-05,0.0014175655,-2.261281e-05
128,0.0061989357,0.00024704495,0.001617517,-0.0009208331,1.5857511e-05,5.4961794e-05,-0.0016255146,-7.4796544e-06,7.5861564e-05,2.835773e-05,-0.0055493424,3.0346822e-05
129,0.004986942,-0.0011307527,-0.0044763517,0.00015708062,0.00019234415,-7.3217943e-06,-0.0009899572,-1.0900125e-05,-0.00010101109,-3.442114e-06,0.0041517126,-5.743249e-05
130,0.00041019812,0.00065857044,0.0036674056,0.00044147036,-0.00049726147,3.676001e-05,0.0016557561,-3.09026e-05,9.118565e-06,-2.2350141e-05,0.001116948,-6.229588e-05
131,0.006015617,0.001223316,0.00031360477,-0.0010155006,0.00034323573,8.512043e-06,0.0020905675,-1.5598682e-05,-4.1241226e-05,-2.8823632e-05,-0.0039793956,-4.0659736e-05
132,0.00083593273,2.7293054e-05,0.0004471742,-0.00039553797,0.00010508417,3.408472e-05,7.0593605e-06,0.0001273128,0.00010281443,4.234585e-05,0.0010495192,4.8913706e-05
133,-0.002871917,0.0001294776,0.0009859045,-6.154382e-05,0.00010979653,3.7711692e-05,0.000112827365,2.134294e-07,-2.1532225e-05,5.829131e-05,0.0018855296,-1.668077e-05
134,0.0022287345,0.0007706886,0.0018224693,0.00036116585,-8.773149e-05,-4.155341e-06,0.0007420082,-3.2375516e-05,3.2905e-06,-3.729623e-05,-0.0052466,4.933307e-06
135,0.008346216,0.0009357766,0.0029340805,0.0004522545,0.00051276357,5.0416216e-05,-0.0011187264,-0.00020097994,0.000102187325,-4.3701788e-05,0.0035906846,2.7190683e-05
136,0.0025750306,2.6715283e-05,6.518035e-06,-2.099209e-05,0.00020737553,9.967005e-06,-0.00018607457,-1.6315702e-05,3.585844e-05,-9.5920395e-06,0.00030945893,-1.6747208e-05
137,0.0077699157,0.0011172043,0.0031761802,0.0014868865,0.00069844036,3.267407e-05,0.0011990456,-4.570516e-05,-0.00010403786,1.5958929e-05,0.004797172,-2.0877878e-05
138,0.0059297183,-0.0014241525,0.0019717133,0.00043910937,-0.0010984204,8.608757e-05,0.0042531434,1.8725083e-05,-0.00012375278,4.0012506e-05,-0.0029927876,3.2086173e-05
139,-0.0034932843,0.00035944016,0.005154374,-0.0007415009,0.0009104105,6.872173e-05,-0.0029211633,1.1084781e-05,-3.5115907e-05,6.125773e-05,-0.0008737188,-6.958135e-05
