,DRUGNAME,Train_size,Test_size,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,ALPHA,L1_RATIO,ETA0
10,AZ628,189634,402,0.6616915422885572,0.6941896024464832,0.8631178707224335,0.7694915254237288,0.647071696255163,0.7817312080661765,0.010196888209425372,0.43973347551563247,0.02181201561605224
11,AZD6482,188259,1777,0.706809229037704,0.7241379310344828,0.9619565217391305,0.8262754251417139,0.6196057043783103,0.8110614737057185,0.010196888209425372,0.43973347551563247,0.02181201561605224
12,AZD7762,189187,849,0.27208480565371024,0.21528662420382166,0.9883040935672515,0.35355648535564854,0.6937501078162466,0.3581374975589573,0.010196888209425372,0.43973347551563247,0.02181201561605224
13,AZD8055,189195,841,0.4042806183115339,0.25796661608497723,0.9340659340659341,0.4042806183115339,0.72056395804499,0.3913036483463753,0.010196888209425372,0.43973347551563247,0.02181201561605224
14,Afatinib,188270,1766,0.36409966024915064,0.8035714285714286,0.3306613226452906,0.4685281590156176,0.414837109162563,0.8257088272554596,0.010196888209425372,0.43973347551563247,0.02181201561605224
15,Alectinib,189117,919,0.9521218715995647,0.9521218715995647,1.0,0.975473801560758,0.7747792207792207,0.985294638970781,0.010196888209425372,0.43973347551563247,0.02181201561605224
16,Amuvatinib,189119,917,0.732824427480916,0.732824427480916,1.0,0.8458149779735683,0.6604045189504373,0.817900117641206,0.010196888209425372,0.43973347551563247,0.02181201561605224
17,Avagacestat,188188,1848,0.9626623376623377,0.9866888519134775,0.975328947368421,0.9809760132340777,0.5353047331871346,0.9873899973577827,0.010196888209425372,0.43973347551563247,0.02181201561605224
18,Axitinib,189191,845,0.8757396449704142,0.881851400730816,0.9890710382513661,0.9323889246619446,0.6987886261424633,0.9279035764823957,0.010196888209425372,0.43973347551563247,0.02181201561605224
19,BAY-61-3606,189168,868,0.5103686635944701,0.49642857142857144,0.9952267303102625,0.6624305003971406,0.7286731054424843,0.7032986978358482,0.010196888209425372,0.43973347551563247,0.02181201561605224
20,BI-2536,189639,397,0.6675062972292192,0.44545454545454544,0.4083333333333333,0.4260869565217391,0.6741275571600482,0.4795262829895123,0.010196888209425372,0.43973347551563247,0.02181201561605224
21,BIX02189,189116,920,0.8717391304347826,0.8761261261261262,0.989821882951654,0.929510155316607,0.8386787436861494,0.9597350685121396,0.010196888209425372,0.43973347551563247,0.02181201561605224
22,BMS-345541,189113,923,0.6143011917659805,0.6134636264929425,1.0,0.7604306864064604,0.7451129678152963,0.7874133771733467,0.010196888209425372,0.43973347551563247,0.02181201561605224
23,BMS-509744,189637,399,0.7092731829573935,0.7092731829573935,1.0,0.8299120234604106,0.6435360058486658,0.81130691870996,0.010196888209425372,0.43973347551563247,0.02181201561605224
24,BMS-536924,188709,1327,0.6895252449133383,0.6889226100151745,0.9978021978021978,0.81508078994614,0.6156810815084196,0.7620164807111067,0.010196888209425372,0.43973347551563247,0.02181201561605224
25,BMS-754807,189169,867,0.4140715109573241,0.4140715109573241,1.0,0.5856443719412724,0.5816901717368894,0.5105145920975076,0.010196888209425372,0.43973347551563247,0.02181201561605224
26,BX-912,189115,921,0.7014115092290988,0.6868451688009313,0.9899328859060402,0.8109965635738831,0.7821786267423851,0.8404216929041023,0.010196888209425372,0.43973347551563247,0.02181201561605224
27,BX795,189187,849,0.5630153121319199,0.5529841656516443,0.9912663755458515,0.7099296325254105,0.714766749684495,0.7271602773426881,0.010196888209425372,0.43973347551563247,0.02181201561605224
28,Belinostat,189141,895,0.09050279329608939,0.09050279329608939,1.0,0.16598360655737707,0.6504231504231504,0.15037629822667276,0.010196888209425372,0.43973347551563247,0.02181201561605224
29,Bexarotene,189176,860,0.8930232558139535,0.910394265232975,0.9781771501925546,0.9430693069306931,0.676809458153061,0.949435664277534,0.010196888209425372,0.43973347551563247,0.02181201561605224
30,Bicalutamide,188286,1750,0.976,0.9953379953379954,0.9804822043628014,0.9878542510121457,0.5746268656716418,0.9970638026914367,0.010196888209425372,0.43973347551563247,0.02181201561605224
31,Bortezomib,189636,400,0.17,0.15128205128205127,0.9833333333333333,0.2622222222222222,0.6077941176470588,0.259923890075202,0.010196888209425372,0.43973347551563247,0.02181201561605224
32,Bosutinib,189185,851,0.7109283196239718,0.8638838475499092,0.7357032457496137,0.7946577629382303,0.7316574234021276,0.8761491637159866,0.010196888209425372,0.43973347551563247,0.02181201561605224
33,Bryostatin 1,189169,867,0.6343713956170703,0.9816849816849816,0.6358244365361803,0.7717782577393808,0.6317220245156189,0.9801100949330147,0.010196888209425372,0.43973347551563247,0.02181201561605224
34,CAY10603,189121,915,0.11366120218579236,0.11269146608315099,1.0,0.2025565388397247,0.6384810368740733,0.1645461977835917,0.010196888209425372,0.43973347551563247,0.02181201561605224
