,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,N_ESTIMTORS,MAX_DEPTH
0,0.6043668122270742,0.6051011433597185,0.9942196531791907,0.7523236741388737,0.4688907603771899,0.5771460388292652,35,3
1,0.5825327510917031,0.5860838537020517,0.9791356184798807,0.7332589285714285,0.4579253837398681,0.5413079002595648,23,3
2,0.5921397379912664,0.6003649635036497,0.9577874818049491,0.7380818844643859,0.5106611874932464,0.6069475871293393,10,3
3,0.5868995633187772,0.5913591359135913,0.9718934911242604,0.7353105763850027,0.501370472237292,0.5873978238029738,11,3
4,0.5909090909090909,0.5915492957746479,0.9940828402366864,0.7417218543046359,0.5141717872856927,0.5888692611321431,81,3
