,Accuracy,Precision,Recall,F1,AUCROC,AUCPR,ALPHA,L1_RATIO,ETA0
0,0.6228688697116397,0.6646436037494099,0.8179253112033195,0.7333606160943488,0.5986340483461562,0.7154814925426295,0.008176327055341761,0.1,1e-05
1,0.6366985029073592,0.6366985029073592,1.0,0.7780278429733466,0.602221401993331,0.7172404755492126,0.02671161414918411,0.13949029488060388,0.09969654795115372
2,0.6381719156997395,0.6402606964631453,0.9767045218187113,0.7734804809751278,0.6075849408418841,0.7163232138212441,0.03061498919338305,0.1,1e-05
3,0.45554766227273924,0.7834211787254433,0.20233479085884004,0.3216077107169787,0.5568250765311022,0.6703826480704693,2.231715399065552e-05,0.5063956691830563,5.96367975677496e-05
4,0.6321467098166127,0.6322719970503805,0.9992508116207441,0.7744890881816862,0.5778666345133711,0.6884471316812344,0.038048469663703025,0.5111160709757829,0.09974591918857859
