,ACCURACY,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
0,0.9170305676855895,0.9591965574108432,0.9665675520497802,4,0.0010155056090417262,0.01076828560984993,100.0,27.076790816752823
1,0.9179039301310044,0.9576375711574953,0.9590768849059745,111,0.00016099290191494086,0.004491474951993487,0.0019059078984854847,0.0012084829727080535
2,0.8978165938864628,0.9474130459358631,0.9570135708551136,86,0.1,0.012355799919669747,100.0,0.003205727752724418
3,0.9179039301310044,0.9605387345212927,0.9682629491611738,128,5.639012632037509e-05,3.305631318858174e-05,0.001,2.1808630790200976
4,0.9187062937062938,0.9546936826090671,0.9518379850330131,114,0.020188076903296114,0.1,5.241138080007535,21.078550495988924
