,ACCURACY,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
0,0.8986899563318778,0.9279883123221336,0.9253078132218494,128,1e-06,0.006423144450847437,0.49015370200471453,5.512975736398346
1,0.8759825327510917,0.9327065106237928,0.9409695079599883,128,0.00029769493744484965,0.1,0.15817288620579623,100.0
2,0.9056768558951965,0.9271853859127173,0.9334010575429682,107,0.1,0.06661304328868575,12.080978236939012,0.0067562393246530005
3,0.9109170305676856,0.946815995132247,0.9506090371809967,4,1.0347852809812327e-05,0.1,100.0,100.0
4,0.923951048951049,0.9617352197727267,0.9704251279212217,46,0.07200660789264356,0.039957626428274065,12.776550481155136,69.39961584735191
