,ACCURACY,AUCROC,AUCPR,ALPHA,L1_RATIO,ETA0
0,0.5860262008733624,0.5162236601331849,0.5973953963258528,0.09306489513849013,0.8744430490105243,1.3974405098375093e-05
1,0.6087336244541485,0.515657025005124,0.6242250547667945,0.1,0.6367759533631412,2.2038547866326143e-05
2,0.5737991266375546,0.5136507517805329,0.5909488253120947,0.00014726806436856713,0.7217844178585696,8.663448868097172e-05
3,0.4165938864628821,0.5,0.5834061135371179,7.189201776448713e-05,0.4705463215369644,0.00017059863636333263
4,0.6127622377622378,0.5262133335901065,0.6264590806841572,0.1,0.6079523229995318,0.00039081152125959215
