,ACCURACY,AUCROC,AUCPR,Hidden_units,Learning_rate_ftrl,Learning_rate_adam,L1_regularization_strength,L2_regularization_strength
0,0.9082969432314411,0.9489090619525403,0.9534754044515854,109,8.52008604090335e-05,0.028539586983420413,0.023472655396488087,35.97945593883935
1,0.8943231441048035,0.9268268787095388,0.9300887887917952,99,3.896874973291366e-05,0.016537488496326525,13.090945393276256,9.927657038969679
2,0.9152838427947598,0.9442561897101018,0.9502343501594888,109,0.024231312213041815,0.00036545883960925434,9.330493217899248,0.0015463271845126052
3,0.8960698689956332,0.9366851656095841,0.9427858661550882,4,6.644905698081963e-05,0.004276012811123715,0.001,100.0
4,0.8872377622377622,0.919920186232125,0.9161752736187682,40,3.747322971253534e-06,0.011429389331353334,39.66504355462104,8.407237173411499
