,ACCURACY,AUCROC,AUCPR,N_ESTIMTORS,MAX_DEPTH
0,0.6432593138286676,0.6237153564488076,0.7310691508433454,10,10
1,0.6448812060936143,0.62947053430662,0.7392395584055882,39,10
2,0.6456968453179678,0.6240941253649579,0.7329052251075563,18,8
3,0.6454863577761991,0.6304558909292417,0.7420541255418338,55,10
4,0.6440392559265399,0.6211931938748141,0.732441037777003,51,7
